title,link,abstract,keyword
"Ilsun You, Jong-Hyouk Lee, SPFP: Ticket-based secure handover for fast proxy mobile IPv6 in 5G networks, Computer Networks, Available online 17 May 2017, ISSN 1389-1286, https://doi.org/10.1016/j.comnet.2017.05.009.
","(http://www.sciencedirect.com/science/article/pii/S1389128617302001)
","Recently, Chuang et al. introduced a secure password authentication mechanism, called SPAM, for seamless handovers in Proxy Mobile IPv6 (PMIPv6). SPAM aimed at providing high security properties while optimizing handover latency and computation overhead, but as pointed out in this paper SPAM is vulnerable to replay and malicious insider attacks as well as the compromise of a single node. In this paper, a new Security Protocol for Fast PMIPv6, called SPFP, is proposed that provides a ticket-based secure handover for mobile nodes (MNs). In SPFP, a ticket containing authentication materials is used for fast handover authentication when an MN changes its attachment point. Moreover, the MN’s anonymity is supported for preserving location privacy. Detailed operations of initial authentication and handover authentication are presented with message flows. The formal security analysis of SPFP is provided with results of qualitative analysis and quantitative analysis.
","Keywords: Secure authentication; Handover; F-PMIPv6; Formal security analysis; BAN Logic
"
"Sebastian Feld, Mirco Schönfeld, Martin Werner, Analyzing the Deployment of Bitcoin's P2P Network under an AS-level Perspective, Procedia Computer Science, Volume 32, 2014, Pages 1121-1126, ISSN 1877-0509, https://doi.org/10.1016/j.procs.2014.05.542.
","(http://www.sciencedirect.com/science/article/pii/S187705091400742X)
","Bitcoin has become increasingly important in recent years. The exchange rate raised from $14 in January 2013 up to $240 in April 2013 and even $900 in early 2014. In this paper, we present novel insights about Bitcoin's peer-to-peer (P2P) network with a special focus on its distribution among distinct autonomous systems. We traversed Bitcoin's P2P network in a protocol-compliant manner and collected information about the network size, the number of clients, and the network distribution among autonomous systems. Our findings lead to conclusions about the resilience of the Bitcoin ecosystem, the unambiguousness of the blockchain in use, and the propagation and verification of transaction blocks.
","Keywords: peer-to-peer; Bitcoin; enumeration; autonomous systems; electronic cash; privacy
"
"Logan D. Sturm, Christopher B. Williams, Jamie A. Camelio, Jules White, Robert Parker, Cyber-physical vulnerabilities in additive manufacturing systems: A case study attack on the .STL file with human subjects, Journal of Manufacturing Systems, Volume 44, Part 1, July 2017, Pages 154-164, ISSN 0278-6125, https://doi.org/10.1016/j.jmsy.2017.05.007.
","(http://www.sciencedirect.com/science/article/pii/S0278612517300961)
","One of the key advantages of additive manufacturing (AM) is its digital thread, which allows for rapid communication, iteration, and sharing of a design model and its corresponding physical representation. While this enables a more efficient design process, it also presents opportunities for cyber-attacks to impact the physical word. In this paper the authors examine potential attack vectors along the Additive Manufacturing process chain. Specifically, the effects of cyber-physical attacks, and potential means for detecting them, are explored. To explore the potential implications of such an attack, a case study was conducted to evaluate the ability of human subjects to detect and diagnose a cyber-physical attack on the STL file of a test specimen. Based on the results of this study, recommendations are presented for preventing and detecting cyber-physical attacks on AM processes.
","Keywords: Additive manufacturing; Cyber-physical security; Advanced manufacturing
"
"Giuseppe Ateniese, Özgür Dagdelen, Ivan Damgård, Daniele Venturi, Entangled cloud storage, Future Generation Computer Systems, Volume 62, September 2016, Pages 104-118, ISSN 0167-739X, https://doi.org/10.1016/j.future.2016.01.008.
","(http://www.sciencedirect.com/science/article/pii/S0167739X16000108)
","Entangled cloud storage (Aspnes et al., ESORICS 2004) enables a set of clients to “entangle” their files into a single clew to be stored by a (potentially malicious) cloud provider. The entanglement makes it impossible to modify or delete significant part of the clew without affecting all files encoded in the clew. A clew keeps the files in it private but still lets each client recover his own data by interacting with the cloud provider; no cooperation from other clients is needed. At the same time, the cloud provider is discouraged from altering or overwriting any significant part of the clew as this will imply that none of the clients can recover their files.
",
"We put forward the first simulation-based security definition for entangled cloud storage, in the framework of universal composability (Canetti, 2001). We then construct a protocol satisfying our security definition, relying on an entangled encoding scheme based on privacy-preserving polynomial interpolation; entangled encodings were originally proposed by Aspnes et al. as useful tools for the purpose of data entanglement. As a contribution of independent interest we revisit the security notions for entangled encodings, putting forward stronger definitions than previous work (that for instance did not consider collusion between clients and the cloud provider).
",,,
"Protocols for entangled cloud storage find application in the cloud setting, where clients store their files on a remote server and need to be ensured that the cloud provider will not modify or delete their data illegitimately. Current solutions, e.g., based on Provable Data Possession and Proof of Retrievability, require the server to be challenged regularly to provide evidence that the clients’ files are stored at a given time. Entangled cloud storage provides an alternative approach where any single client operates implicitly on behalf of all others, i.e., as long as one client’s files are intact, the entire remote database continues to be safe and unblemished.
","Keywords: Cloud storage; Data entanglement; Simulation-based security; Universal composability
",,
"Tyson Macaulay, Chapter 13 - RIoT Control, In RIoT Control, Morgan Kaufmann, Boston, 2017, Pages 279-368, ISBN 9780124199712, https://doi.org/10.1016/B978-0-12-419971-2.00013-3.
","(http://www.sciencedirect.com/science/article/pii/B9780124199712000133)
","This chapter is not about all risks in the Internet of Things (IoT). Rather, it focuses on just what is different about risk management in the IoT, and what has changed in the IoT.
","Keywords: Internet of Things (IoT); risk in the Internet of Things (RIoT); security; risk management; enterprise risk management; smart cities; automotive security
"
"Rachel Nuwer, The next 1000 years, New Scientist, Volume 224, Issue 2992, 25 October 2014, Pages 36-39, ISSN 0262-4079, https://doi.org/10.1016/S0262-4079(14)62049-2.
","(http://www.sciencedirect.com/science/article/pii/S0262407914620492)
","Abstract: Eternal health, brain uploads, the end of privacy… What innovations will shape humanity's future?
",
"Xin Li, Chong Alex Wang, The technology and economic determinants of cryptocurrency exchange rates: The case of Bitcoin, Decision Support Systems, Volume 95, March 2017, Pages 49-60, ISSN 0167-9236, https://doi.org/10.1016/j.dss.2016.12.001.
","(http://www.sciencedirect.com/science/article/pii/S0167923616302111)
","Cryptocurrencies, such as Bitcoin, have ignited intense discussions. Despite receiving extensive public attention, theoretical understanding is limited regarding the value of blockchain-based cryptocurrencies, as expressed in their exchange rates against traditional currencies. In this paper, we conduct a theory-driven empirical study of the Bitcoin exchange rate (against USD) determination, taking into consideration both technology and economic factors. To address co-integration in a mix of stationary and non-stationary time series, we use the autoregressive distributed lag (ARDL) model with a bounds test approach in the estimation. Meanwhile, to detect potential structural changes, we estimate our empirical model on two periods separated by the closure of Mt. Gox (one of the largest Bitcoin exchange markets). According to our analysis, in the short term, the Bitcoin exchange rate adjusts to changes in economic fundamentals and market conditions. The long-term Bitcoin exchange rate is more sensitive to economic fundamentals and less sensitive to technological factors after Mt. Gox closed. We also identify a significant impact of mining technology and a decreasing significance of mining difficulty in the Bitcoin exchange price determination.
","Keywords: Cryptocurrency; Bitcoin; Exchange rate; Technology-economic perspective; Mining technology
"
"David Ferbrache, Passwords are broken – the future shape of biometrics, Biometric Technology Today, Volume 2016, Issue 3, March 2016, Pages 5-7, ISSN 0969-4765, https://doi.org/10.1016/S0969-4765(16)30049-2.
","(http://www.sciencedirect.com/science/article/pii/S0969476516300492)
","Abstract: The headline assertion – that ‘passwords are broken’ – was one of my somewhat hopeful security predictions for 2016, which KPMG was good enough to publish. The comment was somewhat tongue in cheek, but the truth is that passwords have become one of the weakest links in our security chain, compounded by our inability to memorise the long and complex passcodes demanded by our security systems (see box on page 6).
",
"Hui Huang, Xiaofeng Chen, Qianhong Wu, Xinyi Huang, Jian Shen, Bitcoin-based fair payments for outsourcing computations of fog devices, Future Generation Computer Systems, Available online 16 December 2016, ISSN 0167-739X, https://doi.org/10.1016/j.future.2016.12.016.
","(http://www.sciencedirect.com/science/article/pii/S0167739X16307579)
","Fog computing can be viewed as an extension of cloud computing that enables transactions and resources at the edge of the network. In the paradigms of fog computing, the fog user (outsourcer) with resource-constraint devices can outsource the distributed computation tasks to the untrusted fog nodes (workers) and pays for them. Recently, plenty of research work has been done on fair payments. However, all existing solutions adopt the traditional e-cash system to generate payment token, which needs a trusted authority (i.e. a bank) to prevent double-spending. The bank will become the bottleneck of the payments system. In this paper, we propose a new fair payment scheme for outsourcing computations based on Bitcoin. Due to the advantages of Bitcoin syntax, the users can transact directly without needing a bank. Besides, the proposed construction can guarantee that no matter how a malicious outsourcer behaves, the honest workers will be paid if he completed the computing tasks.
","Keywords: Fog computing; Outsourcing computations; Bitcoin contract; Commitment-based sampling
"
"Saritha Arunkumar, Berker Soyluoglu, Murat Sensoy, Mudhakar Srivatsa, Muttukrishnan Rajarajan, Location attestation and access control for mobile devices using GeoXACML, Journal of Network and Computer Applications, Volume 80, 15 February 2017, Pages 181-188, ISSN 1084-8045, https://doi.org/10.1016/j.jnca.2016.11.028.
","(http://www.sciencedirect.com/science/article/pii/S1084804516302958)
","Access control has been applied in various scenarios in the past for negotiating the best policy. Solutions with XACML for access control has been very well explored by research and have resulted in significant contributions to various sectors including healthcare. In controlling access to the sensitive data such as medical records, it is important to guarantee that the data is accessed by the right person for the right reason. Location of access requestor can be a good indication for his/her eligibility and reasons for accessing the data. To reason with geospatial information for access control, Geospatial XACML (eXtensible Access Control Markup Language) is proposed as a standard. However, there is no available implementation and architecture for reasoning with Geospatial XACML policies. This paper proposes to extend XACML with geohashing to implement geospatial policies. It also proposes an architecture for checking reliability of the geospatial information provided by clients. With a case study, we demonstrate how our framework can be used to control the privacy and data access of health service data in handheld devices.
","Keywords: GeoXACML; Geospatial; Access control
"
"Carlos Pinzón, Camilo Rocha, Double-spend Attack Models with Time Advantange for Bitcoin, Electronic Notes in Theoretical Computer Science, Volume 329, 9 December 2016, Pages 79-103, ISSN 1571-0661, https://doi.org/10.1016/j.entcs.2016.12.006.
","(http://www.sciencedirect.com/science/article/pii/S157106611630113X)
","Bitcoin is a digital currency in which the need for a trusted third party is avoided. Instead, this digital currency is based on the concept of ‘proof of work’ allowing users to execute payments by digitally signing their transactions. Since electronic files can be duplicated, fraudulent transactions in the form of double-spend attacks – where users spend the same money at least twice – can happen. This paper is about attack models that can assign possible time advantage to attacker agents in the Bitcoin network. In particular, this paper presents: (i) two attack models in which partial advancement towards block production can be influenced by time and not only by the hashpower used to produce blocks of hashes, and (ii) algorithmic experimentation comparing these models against existing well-known hashrate-based attack models that do not consider time advantage. As a conclusion, this paper presents evidence on the fact that advantages are not negligible for cases in which an attacker has had enough time for secretly mining fraudulent blocks or significant control over the network. Also, the models presented in this paper help in supporting previous claims in the literature about how to correctly model and detect double-spend attacks in the Bitcoin network.
","Keywords: Bitcoin; double-spend attack; mathematical model; time-based model; attacker advantage
"
"Steve Saxby, Editor's foreword, Computer Law & Security Review, Volume 33, Issue 4, August 2017, Pages 417-418, ISSN 0267-3649, https://doi.org/10.1016/j.clsr.2017.06.001.
","(http://www.sciencedirect.com/science/article/pii/S0267364917302108)
",,
"Nicholas Roth, An Architectural Assessment of Bitcoin: Using the Systems Modeling Language, Procedia Computer Science, Volume 44, 2015, Pages 527-536, ISSN 1877-0509, https://doi.org/10.1016/j.procs.2015.03.066.
","(http://www.sciencedirect.com/science/article/pii/S1877050915003026)
","Bitcoin is an emerging crypto-currency, which is wrapped in mystery and controversy. The goal is to transform how we transfer payments. The current approach for sending money from one remote party to another is via bank deposit and transfer by check or bank transfer. PayPal and other services were developed to provide faster payments to verified individuals, but each layer in the transaction adds time, cost, and/or risk to the transaction. Users of this new digital currency proclaim the benefits of security, anonymity, and efficiency for making transactions.
",
"The functionality and structure of the Bitcoin Network is complex and often attacked for not being a suitable replacement for currency. An independent understanding can be developed of the composite Bitcoin Financial Systems of Systems architecture by considering the challenges any System of System would face. A functional analysis, employing the Systems Modeling Language (SysML), is performed on the Bitcoin System of Systems architecture to help gain an understanding of the structure and functionality, and how that relates to the key actors and use cases, for determining if the users’ expectations are aligned with the architecture.
","Keywords: Bitcoin; crypto-currency; SysML; System of Systems
",,
"Jonathon Keats, Trapped in the machine, New Scientist, Volume 225, Issue 3004, 17 January 2015, Pages 40-41, ISSN 0262-4079, https://doi.org/10.1016/S0262-4079(15)60129-4.
","(http://www.sciencedirect.com/science/article/pii/S0262407915601294)
",,
"Gabriela Kennedy, Asia-Pacific news, Computer Law & Security Review, Volume 32, Issue 6, December 2016, Pages 915-921, ISSN 0267-3649, https://doi.org/10.1016/j.clsr.2016.09.002.
","(http://www.sciencedirect.com/science/article/pii/S0267364916301674)
","This column provides a country by country analysis of the latest legal developments, cases and issues relevant to the IT, media and telecommunications' industries in key jurisdictions across the Asia Pacific region. The articles appearing in this column are intended to serve as ‘alerts’ and are not submitted as detailed analyses of cases or legal developments.
","Keywords: Asia-Pacific; IT/Information technology; Communications; Internet; Media; Law
"
"Timothy Revell, Swiss banks now invest in bitcoin, New Scientist, Volume 235, Issue 3135, 22 July 2017, Page 12, ISSN 0262-4079, https://doi.org/10.1016/S0262-4079(17)31404-5.
","(http://www.sciencedirect.com/science/article/pii/S0262407917314045)
",,
"Akif Khan, Bitcoin – payment method or fraud prevention tool?, Computer Fraud & Security, Volume 2015, Issue 5, May 2015, Pages 16-19, ISSN 1361-3723, https://doi.org/10.1016/S1361-3723(15)30038-5.
","(http://www.sciencedirect.com/science/article/pii/S1361372315300385)
","Abstract: It is no secret that e-commerce is the fastest growing retail sector in Europe. Tales of woe for the traditional high street have been on front pages throughout the land since the infamous demise of Woolworths back in 2009. The Centre for Retail Research predicts that online sales in the UK, Germany, France, Sweden, the Netherlands, Italy, Poland and Spain are expected to grow from £132.05bn in 2014 to £156.67bn this year, reaching an anticipated £185.44bn by 2016.1
",
"Sally Adee, Your data, your rules, New Scientist, Volume 227, Issue 3036, 29 August 2015, Pages 10-11, ISSN 0262-4079, https://doi.org/10.1016/S0262-4079(15)31055-1.
","(http://www.sciencedirect.com/science/article/pii/S0262407915310551)
","Abstract: After Ashley Madison, we need ways to take back control of our data
",
", Company news, Biometric Technology Today, Volume 2016, Issue 4, April 2016, Page 4, ISSN 0969-4765, https://doi.org/10.1016/S0969-4765(16)30066-2.
","(http://www.sciencedirect.com/science/article/pii/S0969476516300662)
",,
"Chunlei Li, Ruimin Yang, Zhoufeng Liu, Jianjun Li, Zhenduo Guo, Semi-fragile self-recoverable watermarking scheme for face image protection, Computers & Electrical Engineering, Volume 54, August 2016, Pages 484-493, ISSN 0045-7906, https://doi.org/10.1016/j.compeleceng.2016.01.026.
","(http://www.sciencedirect.com/science/article/pii/S0045790616300131)
","Digital watermarking based biometric images protecting has been an active research focus. In this paper, we propose a face image protection scheme based on semi-fragile self-recoverable watermarking. Authentication watermark is generated from the singular value decomposition (SVD) coefficients for each image block, and information watermark is generated from the principal component analysis (PCA) coefficients. Both of them are embedded into wavelet medium frequency coefficients by using the proposed group-based wavelet quantization method. On the authentication side, after identifying the tampered regions, the proposed method can recover the tampered face images by using the hidden information watermark. Experimental results demonstrate that the proposed watermark scheme has high localization accuracy and robustness comparing with the existing techniques, and the recovered PCA coefficients can be used to reconstruct the Eigen-face image or be directly used for recognition system.
","Keywords: Semi-fragile; Self-recoverable; Tamper detection; Face image protection; PCA
"
"Gabriela Kennedy, Asia-Pacific news, Computer Law & Security Review, Volume 33, Issue 1, February 2017, Pages 123-128, ISSN 0267-3649, https://doi.org/10.1016/j.clsr.2016.12.005.
","(http://www.sciencedirect.com/science/article/pii/S0267364916302412)
","This column provides a country by country analysis of the latest legal developments, cases and issues relevant to the IT, media and telecommunications industries in key jurisdictions across the Asia Pacific region. The articles appearing in this column are intended to serve as ‘alerts’ and are not submitted as detailed analyses of cases or legal developments.
","Keywords: Asia-Pacific; IT/information technology; Communications; Internet; Media; Law
"
", About the Contributors, In Handbook of System Safety and Security, edited by Edward Griffor,, Syngress, Boston, 2017, Pages xiii-xxi, ISBN 9780128037737, https://doi.org/10.1016/B978-0-12-803773-7.00021-8.
","(http://www.sciencedirect.com/science/article/pii/B9780128037737000218)
",,
"Erik Hofmann, Marco Rüsch, Industry 4.0 and the current status as well as future prospects on logistics, Computers in Industry, Volume 89, August 2017, Pages 23-34, ISSN 0166-3615, https://doi.org/10.1016/j.compind.2017.04.002.
","(http://www.sciencedirect.com/science/article/pii/S0166361517301902)
","Industry 4.0, referred to as the “Fourth Industrial Revolution”, also known as “smart manufacturing”, “industrial internet” or “integrated industry”, is currently a much-discussed topic that supposedly has the potential to affect entire industries by transforming the way goods are designed, manufactured, delivered and payed. This paper seeks to discuss the opportunities of Industry 4.0 in the context of logistics management, since implications are expected in this field. The authors pursue the goal of shedding light on the young and mostly undiscovered topic of Industry 4.0 in the context of logistics management, thus following a conceptual research approach. At first, a logistics-oriented Industry 4.0 application model as well as the core components of Industry 4.0 are presented. Different logistics scenarios illustrate potential implications in a practice-oriented manner and are discussed with industrial experts. The studies reveal opportunities in terms of decentralisation, self-regulation and efficiency. Moreover, it becomes apparent that the concept of Industry 4.0 still lacks a clear understanding and is not fully established in practice yet. The investigations demonstrate potential Industry 4.0 implications in the context of Just-in-Time/Just-in-Sequence and cross-company Kanban systems in a precise manner. Practitioners could use the described scenarios as a reference to foster their own Industry 4.0 initiatives, with respect to logistics management.
","Keywords: Advanced manufacturing; Internet of things; Cyber-physical systems; Distributed ledger technology; Cross-company kanban; Just-in-time; Just-in-sequence
"
", Bitcoin and Cryptocurrency Technologies Arvind Narayanan, Joseph Bonneau, Edward Felten, Andrew Miller and Steven Goldfeder., Network Security, Volume 2016, Issue 8, August 2016, Page 4, ISSN 1353-4858, https://doi.org/10.1016/S1353-4858(16)30074-5.
","(http://www.sciencedirect.com/science/article/pii/S1353485816300745)
","Abstract: Crypto-currencies are an application of technology that severely divides opinion. For some, Bitcoin, Dogecoin, Litecoin and their ilk are enablers for criminals, terrorists, paedophiles and other undesirables, allowing them to profit from their dark deeds undetected. For others, the ability to buy and sell anonymously and beyond the reach of regulation, taxation and control is a form of freedom.
",
"Sylvain Hallé, Raphaël Khoury, Quentin Betti, Antoine El-Hokayem, Yliés Falcone, Decentralized Enforcement of Document Lifecycle Constraints, Information Systems, Available online 3 August 2017, ISSN 0306-4379, https://doi.org/10.1016/j.is.2017.08.002.
","(http://www.sciencedirect.com/science/article/pii/S0306437916306494)
","Artifact-centric workflows describe possible executions of a business process through constraints expressed from the point of view of the documents exchanged between principals. A sequence of manipulations is deemed valid as long as every document in the workflow follows its prescribed lifecycle at all steps of the process. So far, establishing that a given workflow complies with artifact lifecycles has mostly been done through static verification, or by assuming a centralized access to all artifacts where these constraints can be monitored and enforced. We present in this paper an alternate method of enforcing document lifecycles that requires neither static verification nor single-point access. Rather, the document itself is designed to carry fragments of its history, protected from tampering using hashing and public-key encryption. Any principal involved in the process can verify at any time that the history of a document complies with a given lifecycle. Moreover, the proposed system also enforces access permissions: not all actions are visible to all principals, and one can only modify and verify what one is allowed to observe. These concepts have been implemented in a software library called Artichoke, and empirically tested for performance and scalability.
",
"Hal Hodson, The web we want, New Scientist, Volume 231, Issue 3083, 23 July 2016, Pages 26-29, ISSN 0262-4079, https://doi.org/10.1016/S0262-4079(16)31328-8.
","(http://www.sciencedirect.com/science/article/pii/S0262407916313288)
","Abstract: Convenience has made us the pawns of the companies that run the web – but there are ways to seize back some control, says Hal Hodson
",
"Chris Baraniuk, Dark secrets for sale, New Scientist, Volume 225, Issue 3009, 21 February 2015, Pages 20-21, ISSN 0262-4079, https://doi.org/10.1016/S0262-4079(15)60347-5.
","(http://www.sciencedirect.com/science/article/pii/S0262407915603475)
","Abstract: A new site that lets people sell secret documents online will make life easier for whistleblowers – and blackmailers, says Chris Baraniuk
",
", Contents, Procedia Computer Science, Volume 98, 2016, Pages iii-vi, ISSN 1877-0509, https://doi.org/10.1016/S1877-0509(16)32272-4.
","(http://www.sciencedirect.com/science/article/pii/S1877050916322724)
",,
"Niels Vandezande, Virtual currencies under EU anti-money laundering law, Computer Law & Security Review, Volume 33, Issue 3, June 2017, Pages 341-353, ISSN 0267-3649, https://doi.org/10.1016/j.clsr.2017.03.011.
","(http://www.sciencedirect.com/science/article/pii/S0267364916302060)
","The goal of this paper is to analyze the extent to which virtual currencies are regulated under EU financial and economic law, with particular attention to cryptocurrencies. The focus of this paper is put on recent developments regarding anti-money laundering legislation. In the last decade, the EU has adopted several legal frameworks governing different aspects of the payments landscape, most notably regarding payment services and electronic money. However, it remains unclear how virtual currencies – and more in particular cryptocurrencies – fit under those legal frameworks. This paper will first briefly analyze whether core legislation in the fields of payment services and e-money can apply to virtual currencies. Next, and more importantly, the focus will be put on recent developments at the EU level, which aim to bring certain virtual currency service providers under the scope of anti-money laundering rules. While at the moment only such inclusion under anti-money laundering rules appears to be viable, it remains to be seen what the consequences of this evolution are for developments in virtual currencies. This paper provides an analysis of a regulatory issue currently debated by legislators worldwide. In doing so, it aims to provide insights valuable to service providers active in this nascent market.
","Keywords: Virtual currencies; EU law; E-money; Payment services; Anti-money laundering; AML
"
"Jonathan Reynolds, Yacine Rezgui, Jean-Laurent Hippolyte, Upscaling energy control from building to districts: Current limitations and future perspectives, Sustainable Cities and Society, Available online 21 May 2017, ISSN 2210-6707, https://doi.org/10.1016/j.scs.2017.05.012.
","(http://www.sciencedirect.com/science/article/pii/S221067071730135X)
","Due to the complexity and increasing decentralisation of the energy infrastructure, as well as growing penetration of renewable generation and proliferation of energy prosumers, the way in which energy consumption in buildings is managed must change. Buildings need to be considered as active participants in a complex and wider district-level energy landscape. To achieve this, the authors argue the need for a new generation of energy control systems capable of adapting to near real-time environmental conditions while maximising the use of renewables and minimising energy demand within a district environment. This will be enabled by cloud-based demand-response strategies through advanced data analytics and optimisation, underpinned by semantic data models as demonstrated by the Computational Urban Sustainability Platform, CUSP, prototype presented in this paper. The growing popularity of time of use tariffs and smart, IoT connected devices offer opportunities for Energy Service Companies, ESCo’s, to play a significant role in this new energy landscape. They could provide energy management and cost savings for adaptable users, while meeting energy and CO2 reduction targets. The paper provides a critical review and agenda setting perspective for energy management in buildings and beyond.
","Keywords: Smart controls; Model predictive control; Energy; Smart grid; HVAC control; Building energy management; District energy management; Microgrid control
"
"R. Gevers, Chapter 2 - The hacker group, In Cyber Guerilla, Syngress, Boston, 2016, Pages 15-39, ISBN 9780128051979, https://doi.org/10.1016/B978-0-12-805197-9.00002-4.
","(http://www.sciencedirect.com/science/article/pii/B9780128051979000024)
","The purpose of this chapter is to look at organizational aspects of cyber guerilla. This chapter first discusses the type of individual and mind-set required to conduct cyber guerilla. It discusses the two specific roles a hacker group member has to be able to fulfill, as a social reformer and as a combatant. The type of individual sought after is strongly developed both intellectually and ideologically. Besides that he or she will not shy away from taking responsibility and fighting on the digital forefront during uprisings, unrests, and conflicts. These individuals are influential on their own, but when organized in a hacker group they can rise to unprecedented heights. The organization of the hacker group consists of the following disciplines: leadership, recruiting, infrastructure, engineering, and external communication.
","Keywords: hacker group; organization; mind-set; skill-set; recruiting; infrastructure; communication
"
"Rik Eshuis, Alex Norta, Raoul Roulaux, Evolving process views, Information and Software Technology, Volume 80, December 2016, Pages 20-35, ISSN 0950-5849, https://doi.org/10.1016/j.infsof.2016.08.004.
","(http://www.sciencedirect.com/science/article/pii/S0950584916301240)
","Context: Process views support the paradigm of Business Process Outsourcing, in which providers perform business processes on behalf of their clients. A public process view shields secret or irrelevant details from a private, internal business process, thus allowing a provider to reveal only relevant, non-confidential parts of its business process to its clients. Providers can change their internal business processes that may result in inconsistencies with the corresponding process views.
",
"Objective:
","This paper aims to develop an approach for propagating changes from an internal, private process to its public process view, such that the internal process and its process view remain consistent.
",,
"Method:
","We develop the approach in a formal way. Definitions of process models and process views are based on BPEL, the standard language for realizing process models using state-of-the-art service-oriented technology. We validate the feasibility of the approach by showing how it can be supported by a conceptual system architecture.
",,
"Results:
","The approach relies on two key results. First, a formal characterization of the set of private changes to an internal process, i.e., changes that do not need to be propagated to the process view. Second, a characterization of the non-private changes that can safely be propagated from an internal process to its process view such that they remain consistent. Other non-private changes result in an internal process and a process view that are not consistent. The approach is supported by a system architecture for process-based business collaboration.
",,
"Conclusion: The approach supports providers in deciding if and how changes to a private, internal process propagate to its public process view such that the process view and the internal process remain consistent. The approach allows clients to monitor a public process view such that they can safely track changes made to a private, internal process.
","Keywords: Inter-organizational; Business process management; Process evolution; Process visibility; Smart contract; E-governance; Decentralized autonomous organization
",,
"Markus Schatten, Jurica Ševa, Igor Tomičić, A roadmap for scalable agent organizations in the Internet of Everything, Journal of Systems and Software, Volume 115, May 2016, Pages 31-41, ISSN 0164-1212, https://doi.org/10.1016/j.jss.2016.01.022.
","(http://www.sciencedirect.com/science/article/pii/S0164121216000170)
","Computing is increasingly ubiquitous, with everyday items including smartphones, cars, clothes and household appliances gaining increasingly sophisticated computing and communication capacities. With the development of the Internet of Things, it is just a matter of time before devices have to collaborate and compete with each other, in order to provide better services to mankind.
",
"These embedded software systems are increasingly autonomous and connected, and can thus be modeled as multiagent systems (MAS). Only 30 years ago it was science fiction that over a billion people will exchange billions of e-mails on a daily basis. Today a scenario of millions of collaborating agents sometimes embedded in gadgets and appliances, sometimes in form of networked and big data services, may also sound futuristic. However given the current rate of development in electronics, we will soon have to manage large scale MAS where millions of agents exist, collaborate and compete. Organization theory provides the necessary methodology to approach complex systems in order to design, implement and strategically manage them towards success.
",,,
"In this paper a state-of-the-art on organizational design techniques for large-scale MAS will be presented, missing advancements will be identified and a roadmap for future developments and application scenarios will be provided.
","Keywords: Organizational design; Large-scale multiagent system; Internet of Things
",,
"Kostas Kolomvatsos, Kyriaki Panagidi, Ioannis Neokosmidis, Dimitris Varoutas, Stathes Hadjiefthymiades, Automated concurrent negotiations: An artificial bee colony approach, Electronic Commerce Research and Applications, Volume 19, September–October 2016, Pages 56-69, ISSN 1567-4223, https://doi.org/10.1016/j.elerap.2016.09.002.
","(http://www.sciencedirect.com/science/article/pii/S1567422316300473)
","In Electronic Marketplaces (EMs), a number of unknown entities can interact to conclude purchase actions. Interactions are, usually, between buyers and sellers. Both groups of entities (e.g., buyers, sellers) aim to acquire items in the most profitable price. The discussed interactions are realized in the form of negotiations over a number of items characteristics. In this paper, we focus on the buyer side and deal with automated multi-issue concurrent negotiations. Such negotiations are between buyers and multiple sellers having in their property specific items. Each buyer negotiates with a number of sellers trying to achieve the most profitable value for a number of items’ characteristics. We propose an optimization model for achieving the maximum possible utility. Our method adopts the principles of the Artificial Bee Colony (ABC) algorithm that offers a number of advantages compared to other Swarm Intelligence (SI) methods (e.g., Particle Swarm Optimization – PSO). The buyer, based on a number of threads, tries to find the optimal agreement when negotiating with a group of sellers. Every agreement, realized with a specific seller, results a utility for the buyer concluded over a weighted scheme on the items characteristics. Each thread adopts a weights adaptation model for optimizing the utility. A set of experiments reveal the strengths and weaknesses of the proposed model. We also report on a comparison assessment between the proposed method and other efforts found in the respective literature.
","Keyword: Concurrent negotiations
"
"Mostafa Farshchi, Jean-Guy Schneider, Ingo Weber, John Grundy, Metric selection and anomaly detection for cloud operations using log and metric correlation analysis, Journal of Systems and Software, Available online 22 March 2017, ISSN 0164-1212, https://doi.org/10.1016/j.jss.2017.03.012.
","(http://www.sciencedirect.com/science/article/pii/S0164121217300596)
","Cloud computing systems provide the facilities to make application services resilient against failures of individual computing resources. However, resiliency is typically limited by a cloud consumer’s use and operation of cloud resources. In particular, system operations have been reported as one of the leading causes of system-wide outages. This applies specifically to DevOps operations, such as backup, redeployment, upgrade, customized scaling, and migration – which are executed at much higher frequencies now than a decade ago. We address this problem by proposing a novel approach to detect errors in the execution of these kinds of operations, in particular for rolling upgrade operations. Our regression-based approach leverages the correlation between operations’ activity logs and the effect of operation activities on cloud resources. First, we present a metric selection approach based on regression analysis. Second, the output of a regression model of selected metrics is used to derive assertion specifications, which can be used for runtime verification of running operations. We have conducted a set of experiments with different configurations of an upgrade operation on Amazon Web Services, with and without randomly injected faults to demonstrate the utility of our new approach.
","Keywords: Cloud application operations; Cloud monitoring; Metric selection; Anomaly detection; Error detection; Log analysis
"
